trip_number,so_number,vehicle_plate_no,pickup_arrival,pickup_name,dropoff_arrival,dropoff_name
P300287251,4037927655,JM0535,2021-01-16T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-16T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300287710,4037858949,NA,2021-01-19T01:03:39Z,PH Cagayan De Oro Fac FG - Source,2021-01-19T10:00:00Z,Rosabaya Distributors - Tagum
P300288066,NA,NA,2021-01-18T17:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-19T23:59:00Z,PH Cagayan Grocery - Destination
P300280680,4037467570,WQC386,2021-01-05T23:00:00Z,PH Mandaue Grocery - Source,2021-01-06T23:30:00Z,NA
P300284599,NA,NBG3012,2021-01-12T17:00:00Z,"PH RM Foods, Inc. - Source",2021-01-13T00:00:00Z,PH Batino Grocery - Destination
P300281534,NA,NBC8023,2021-01-07T23:00:00Z,PH Tanauan - Source,2021-01-08T23:59:00Z,PH Meycauayan Grocery - Destination
P300283994,NA,JM2675,2021-01-15T23:59:00Z,PH Lipa CPW FG - Source,2021-01-16T00:00:00Z,PH Meycauayan Grocery - Destination
P300284215,NA,JM3162,2021-01-12T23:00:00Z,PH Tanauan - Source,2021-01-13T23:59:00Z,PH Meycauayan Grocery - Destination
P300284212,NA,NBC8023,2021-01-17T15:00:00Z,PH Tanauan - Source,2021-01-18T00:00:00Z,PH Meycauayan Grocery - Destination
P300287255,4038010625,137704,2021-01-16T00:28:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-16T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300284439,NA,NA,2021-01-12T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300287756,NA,NA,2021-01-18T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-19T23:59:00Z,PH Cagayan Grocery - Destination
P300287384,4038031884,RJK963,2021-01-16T04:55:39Z,PH Cagayan Grocery - Source,2021-01-16T06:00:00Z,Gaisano Puerto
P300289999,4038053330,NA,2021-01-19T14:00:00Z,PH Mandaue Grocery - Source,2021-01-20T14:00:00Z,FDC - Bohol
P300287167,4037860626,ZF7663,2021-01-16T12:54:00Z,PH Mandaue Grocery - Source,2021-01-18T14:00:00Z,FDC - Bohol
P300287227,4037967091,NAM6641,2021-01-16T19:00:00Z,PH Mandaue Grocery - Source,2021-01-18T01:06:00Z,FDC - Sogod Satellite Warehouse
P300287530,4037801575,AAT4643,2021-01-18T02:03:14Z,PH Cagayan Grocery - Source,2021-01-20T08:00:00Z,Gaisano Grand - San Francisco
P300282850,NA,PXY944,2021-01-06T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-07T15:59:00Z,PH Cagayan Grocery - Destination
P300288844,4037999807,RLK700,2021-01-18T06:52:22Z,PH Cagayan Grocery - Source,2021-01-18T08:00:00Z,S & R Membership Shopping - Cagayan
P300289974,4038096988,RLK700,2021-01-20T03:00:08Z,PH Cagayan Grocery - Source,2021-01-22T09:00:00Z,Gaisano Capital - San Francisco
P300288085,NA,NA,2021-01-23T17:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-23T20:59:00Z,PH Cagayan Grocery - Destination
P300288060,NA,NA,2021-01-18T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-19T23:59:00Z,PH Cagayan Grocery - Destination
P300282044,4037266155,ABD1085,2021-01-07T23:10:00Z,PH Cagayan Grocery - Source,2021-01-09T09:29:40Z,MDSI - North Mindanao
P300289279,NA,NA,2021-01-22T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-23T23:59:00Z,PH Batino Grocery - Destination
P300286366,4037894204,RNE755,2021-01-14T15:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-14T16:00:00Z,No. 1 Supplier Inc. - Bacolod
P300284597,NA,NA,2021-01-13T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-14T23:59:00Z,PH Batino Grocery - Destination
P300289284,NA,NA,2021-01-23T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-24T23:59:00Z,PH Batino Grocery - Destination
P300284220,NA,NAR1498,2021-01-15T23:00:00Z,PH Tanauan - Source,2021-01-16T23:59:00Z,PH Meycauayan Grocery - Destination
P300282864,4037693002,KAD4601,2021-01-08T02:42:08Z,PH Cagayan Grocery - Source,2021-01-10T08:00:00Z,Gaisano Grand - Bayugan
P300281517,NA,JM3166,2021-01-05T23:00:00Z,PH Tanauan - Source,2021-01-06T23:59:00Z,PH Meycauayan Grocery - Destination
P300281476,NA,NA,2021-01-10T23:59:00Z,PH Lipa CPW FG - Source,2021-01-11T00:00:00Z,PH Meycauayan Grocery - Destination
P300285264,4037845595,137705,2021-01-11T00:28:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300283359,NA,RME367,2021-01-10T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T16:04:03Z,PH Mandaue Grocery - Destination
P300285479,4037876726,KVW909,2021-01-11T00:35:57Z,PH Cagayan Grocery - Source,2021-01-13T09:00:00Z,Gaisano Capital - Bislig
P300285740,4037568249,ABK3311,2021-01-12T06:00:00Z,PH Cagayan Grocery - Source,2021-01-12T09:24:37Z,FDC - CDO
P300289258,4037867827,ANA8147,2021-01-18T08:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-20T12:47:47Z,MDSI - North Mindanao
P300289266,NA,NA,2021-01-20T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-21T23:59:00Z,PH Batino Grocery - Destination
P300289067,4037482208,AWA3240,2021-01-18T23:14:20Z,PH Cagayan Grocery - Source,2021-01-20T08:00:00Z,FDC - General Santos
P300285268,4037843258,JM0535,2021-01-11T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300281356,NA,JM3158,2021-01-05T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-06T23:59:00Z,PH Batino Grocery - Destination
P300280853,4037537604,KAD4602,2021-01-05T07:13:30Z,PH Cagayan Grocery - Source,2021-01-05T08:00:00Z,Puregold Price Club - Cagayan De
P300282873,NA,NA,2021-01-07T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-08T23:59:00Z,PH Cofipack - Destination
P300282401,4037599410,KAD4602,2021-01-07T04:53:54Z,PH Cagayan Grocery - Source,2021-01-07T06:00:00Z,Save More - Capistrano
P300284414,NA,NA,2021-01-16T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-16T14:59:00Z,PH Cagayan Grocery - Destination
P300284416,NA,NA,2021-01-16T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-16T23:59:00Z,PH Cagayan Grocery - Destination
P300286864,4037987377,KVW527,2021-01-14T21:00:00Z,PH Cagayan Grocery - Source,2021-01-18T00:15:00Z,"DSG & Sons, Inc. - Digos"
P300287751,NA,NA,2021-01-21T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-22T23:59:00Z,PH Cofipack - Destination
P300287409,NA,NA,2021-01-20T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T23:59:00Z,PH Cofipack - Destination
P300287407,NA,NA,2021-01-19T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-20T23:59:00Z,PH Cofipack - Destination
P300286370,4037550832,JM0535,2021-01-14T15:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-14T16:00:00Z,No. 1 Supplier Inc. - Bacolod
P300289489,4038063129,WQC386,2021-01-18T23:24:00Z,PH Mandaue Grocery - Source,2021-01-21T08:00:00Z,"Puregold Price Club - Bato, Leyte"
P300290134,4038028343,KVW993,2021-01-19T06:13:30Z,PH Cagayan Grocery - Source,2021-01-19T08:00:00Z,Puregold Price Club - Cagayan De
P300289268,NA,NA,2021-01-20T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-21T23:59:00Z,PH Batino Grocery - Destination
P300289022,4037818925,ACO5502,2021-01-18T22:53:31Z,PH Cagayan Grocery - Source,2021-01-19T08:00:00Z,FDC - Valencia
P300287036,4038042331,RLE353,2021-01-15T06:00:00Z,PH Cagayan Grocery - Source,2021-01-16T08:00:00Z,FDC - Valencia
P300281808,4037702566,AMA2794,2021-01-07T03:21:00Z,PH Mandaue Grocery - Source,2021-01-09T13:00:00Z,Puregold Price Club - Kananga
P300280464,4037710292,KVU827,2021-01-04T23:00:00Z,PH Cagayan Grocery - Source,2021-01-06T23:30:00Z,KCC Mall of Gensan
P300280463,4037596463,JM0314,2021-01-04T23:00:00Z,PH Cagayan Grocery - Source,2021-01-06T23:30:00Z,KCC Mall of Gensan
P300287260,4037994594,NCE1173,2021-01-16T14:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-18T14:00:00Z,FDC - Tacloban
P300287711,4037679744,130106,2021-01-16T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-17T09:00:00Z,Rosabaya Distributors Incorporated
P300276803,NA,ANA8168,2021-01-04T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-05T23:59:00Z,PH Cagayan Grocery - Destination
P300286722,4037259518,NCE1173,2021-01-15T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-15T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300281197,NA,NA,2021-01-10T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-10T23:30:00Z,PH Meycauayan Grocery - Destination
P300285678,4037805145,RJK963,2021-01-12T07:13:30Z,PH Cagayan Grocery - Source,2021-01-12T08:00:00Z,Puregold Price Club - Cagayan De
P300285784,4037849776,JM0314,2021-01-12T23:10:00Z,PH Cagayan Grocery - Source,2021-01-14T08:55:40Z,FDC - General Santos
P300285313,4037513276,NDC467,2021-01-11T02:00:00Z,PH Cagayan Grocery - Source,2021-01-11T10:00:00Z,FDC - CDO
P300285346,4037856162,NA,2021-01-10T22:00:00Z,PH Cagayan Grocery - Source,2021-01-14T00:45:00Z,Gaisano Grand Mall - Digos
P300285121,4037806563,KAD4601,2021-01-12T02:36:20Z,PH Cagayan Grocery - Source,2021-01-12T08:00:00Z,Puregold Price Club - Butuan United
P300280465,4037676048,KVW523,2021-01-03T22:00:00Z,PH Cagayan Grocery - Source,2021-01-07T00:15:00Z,7-11 Davao Warehouse
P300282369,4037742065,RLK 700,2021-01-07T04:25:39Z,PH Cagayan Grocery - Source,2021-01-07T06:00:00Z,Gaisano Puerto
P300286723,4037584055,NCE1173,2021-01-14T15:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-14T16:00:00Z,No. 1 Supplier Inc. - Bacolod
P300285122,4037799765,KAD4602,2021-01-12T02:36:20Z,PH Cagayan Grocery - Source,2021-01-12T08:00:00Z,Puregold Price Club - Butuan
P300282547,4037820351,ADC4767,2021-01-08T06:35:23Z,PH Cagayan Grocery - Source,2021-01-08T10:00:00Z,FDC - CDO
P300285314,4037506269,KVU104,2021-01-11T05:00:00Z,PH Cagayan Grocery - Source,2021-01-11T10:00:00Z,FDC - CDO
P300279496,NA,NBG1170,2021-01-10T15:00:00Z,PH Lipa CPW FG - Source,2021-01-11T00:00:00Z,PH Meycauayan Grocery - Destination
P300279497,NA,NBC8023,2021-01-10T15:00:00Z,PH Lipa CPW FG - Source,2021-01-11T00:00:00Z,PH Meycauayan Grocery - Destination
P300283178,4037807365,ANA8150,2021-01-09T22:40:20Z,PH Cagayan Grocery - Source,2021-01-11T08:00:00Z,MDSI - North Mindanao
P300281535,NA,JM3162,2021-01-08T15:00:00Z,PH Tanauan - Source,2021-01-08T22:53:48Z,PH Meycauayan Grocery - Destination
P300283643,4037827533,RLK700,2021-01-11T02:00:09Z,PH Cagayan Grocery - Source,2021-01-11T07:00:00Z,Robinson's Supermarket - Butuan
P300283600,4037899546,KVW523,2021-01-09T22:00:00Z,PH Cagayan Grocery - Source,2021-01-13T00:45:00Z,Gaisano Grand - Citygate
P300283292,4037653492,KVX123,2021-01-10T22:11:42Z,PH Cagayan Grocery - Source,2021-01-11T08:00:00Z,KCC Mall of Gensan
P300285267,4037850104,NCE1173,2021-01-11T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300281536,NA,NA,2021-01-09T23:00:00Z,PH Tanauan - Source,2021-01-10T23:59:00Z,PH Meycauayan Grocery - Destination
P300281516,NA,NA,2021-01-04T23:00:00Z,PH Tanauan - Source,2021-01-05T23:59:00Z,PH Meycauayan Grocery - Destination
P300283177,4037822559,ABD1085,2021-01-09T22:40:20Z,PH Cagayan Grocery - Source,2021-01-11T08:00:00Z,MDSI - North Mindanao
P300283294,4037686726,137706,2021-01-10T22:11:42Z,PH Cagayan Grocery - Source,2021-01-11T08:00:00Z,KCC Mall of Gensan
P300281355,NA,JM2675,2021-01-06T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-07T23:59:00Z,PH Batino Grocery - Destination
P300281463,NA,NA,2021-01-10T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-10T23:30:00Z,PH Meycauayan Grocery - Destination
P300281466,NA,NA,2021-01-10T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-10T23:30:00Z,PH Meycauayan Grocery - Destination
P300284071,4037219218,RKF520,2021-01-11T22:58:00Z,PH Mandaue Grocery - Source,2021-01-13T05:38:00Z,Puregold Price Club - Palo
P300285991,4037681985,KAD4602,2021-01-13T04:36:14Z,PH Cagayan Grocery - Source,2021-01-13T06:00:00Z,SM Supermarket - Cagayan
P300283997,NA,NAI7060,2021-01-14T23:59:00Z,PH Lipa CPW FG - Source,2021-01-15T00:00:00Z,PH Meycauayan Grocery - Destination
P300285475,4037771682,KAD4602,2021-01-11T06:39:46Z,PH Cagayan Grocery - Source,2021-01-11T08:00:00Z,IMC - CDO Factory
P300285492,4037885843,137705,2021-01-12T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-12T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300285570,4037874437,130106,2021-01-11T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300285476,4037856675,KVW993,2021-01-10T22:58:32Z,PH Cagayan Grocery - Source,2021-01-11T00:00:00Z,S & R Membership Shopping - Cagayan
P300283405,4037884277,ADC4768,2021-01-10T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-12T09:00:00Z,FDC - Ormoc Grocery
P300281092,4037576597,ADK4043,2021-01-05T12:54:00Z,PH Mandaue Grocery - Source,2021-01-07T14:00:00Z,FDC - Bohol
P300283864,NA,NA,2021-01-12T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-13T23:59:00Z,PH Meycauayan Grocery - Destination
P300286421,4037965982,NA,2021-01-14T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-14T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300281358,NA,NA,2021-01-05T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-06T23:59:00Z,PH Batino Grocery - Destination
P300282888,4037635488,ABK4101,2021-01-09T23:00:00Z,PH Mandaue Grocery - Source,2021-01-11T09:00:00Z,SM Hypermarket - Ormoc
P300281508,NA,NA,2021-01-12T23:00:00Z,PH Tanauan - Source,2021-01-12T23:59:00Z,PH Meycauayan Grocery - Destination
P300279498,NA,JM2675,2021-01-10T15:00:00Z,PH Lipa CPW FG - Source,2021-01-11T00:00:00Z,PH Meycauayan Grocery - Destination
P300278636,NA,NBG3012,2021-01-03T23:58:59Z,PH Lipa CPW FG - Source,2021-01-03T23:59:59Z,PH Meycauayan Grocery - Destination
P300279495,NA,NA,2021-01-04T23:00:00Z,PH Lipa CPW FG - Source,2021-01-05T23:59:00Z,PH Meycauayan Grocery - Destination
P300278933,NA,NBG3012,2021-01-03T23:00:00Z,PH Tanauan - Source,2021-01-04T23:59:00Z,PH Meycauayan Grocery - Destination
P300285571,4037344011,JM0535,2021-01-11T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300281475,NA,JM3162,2021-01-10T23:59:00Z,PH Lipa CPW FG - Source,2021-01-11T00:00:00Z,PH Meycauayan Grocery - Destination
P300286144,NA,JM2675,2021-01-12T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-13T23:59:00Z,PH Batino Grocery - Destination
P300285263,4037860733,137705,2021-01-11T00:28:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-11T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300285739,4037032064,PXY944,2021-01-12T06:00:00Z,PH Cagayan Grocery - Source,2021-01-12T09:24:37Z,FDC - CDO
P300286582,4037676190,RLK700,2021-01-14T03:03:39Z,PH Cagayan Grocery - Source,2021-01-14T04:00:00Z,7-11 CDO Warehouse
P300282847,4037784222,ADK4043,2021-01-07T23:00:00Z,PH Mandaue Grocery - Source,2021-01-09T09:00:00Z,Puregold Price Club - Baybay
P300288054,NA,NA,2021-01-20T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T23:59:00Z,PH Cagayan Grocery - Destination
P300288051,NA,NA,2021-01-23T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-23T23:59:00Z,PH Cagayan Grocery - Destination
P300288077,NA,NA,2021-01-23T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-23T16:59:00Z,PH Cagayan Grocery - Destination
P300287668,NA,NA,2021-01-24T23:00:00Z,PH Lipa CPW FG - Source,2021-01-25T23:59:00Z,PH Meycauayan Grocery - Destination
P300287669,NA,NA,2021-01-24T23:00:00Z,PH Lipa CPW FG - Source,2021-01-25T23:59:00Z,PH Meycauayan Grocery - Destination
P300290849,4038168879,KVY555,2021-01-21T11:00:00Z,PH Cagayan Grocery - Source,2021-01-21T22:21:20Z,Gaisano Citi Super Mall - Bulua
P300290406,4038046909,ABK2825,2021-01-21T22:00:00Z,PH Mandaue Grocery - Source,2021-01-23T13:00:00Z,Puregold Price Club - Tacloban
P300283999,NA,Nay3868,2021-01-21T23:00:00Z,PH Lipa CPW FG - Source,2021-01-22T23:59:00Z,PH Meycauayan Grocery - Destination
P300289550,4037903127,ZF7590,2021-01-19T06:00:00Z,PH Mandaue Grocery - Source,2021-01-20T06:00:00Z,FDC-Tagbilaran
P300291032,4038042432,KVX123,2021-01-23T15:00:00Z,PH Cagayan Grocery - Source,2021-01-26T00:00:00Z,Gaisano Grand - Citygate
P300291609,NA,NA,2021-01-30T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-02-03T23:59:00Z,PH Cagayan Grocery - Destination
P300291606,NA,NA,2021-01-29T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-30T23:59:00Z,PH Cagayan Grocery - Destination
P300291623,NA,NA,2021-01-29T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-30T23:59:00Z,PH Cagayan Grocery - Destination
P300287408,NA,KVS151,2021-01-20T10:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T23:59:00Z,PH Cofipack - Destination
P300293056,NA,NA,2021-01-27T10:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T23:59:00Z,PH Cofipack - Destination
P300293535,4037909674,NA,2021-01-26T07:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T09:00:00Z,Rosabaya Distributors Incorporated
P300291161,4038177402,ABK4101,2021-01-23T23:00:00Z,PH Mandaue Grocery - Source,2021-01-25T23:30:00Z,Robinson's Supermarket - Abucay
P300290963,4038170622,ABK2825,2021-01-23T23:00:00Z,PH Mandaue Grocery - Source,2021-01-25T15:30:00Z,Gaisano Capital - Tacloban Main
P300292675,4038199400,NCE1173,2021-01-26T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-26T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300287666,NA,NAR1498,2021-01-20T17:00:00Z,PH Lipa CPW FG - Source,2021-01-22T00:00:00Z,PH Meycauayan Grocery - Destination
P300292602,4038126149,RKZ541,2021-01-25T14:00:00Z,PH Mandaue Grocery - Source,2021-01-26T06:00:00Z,FDC - Bohol
P300293841,4038243517,RKF520,2021-01-28T01:00:00Z,PH Mandaue Grocery - Source,2021-01-30T05:00:00Z,Puregold Price Club - Tacloban
P300287024,4037451252,KAD4601,2021-01-15T14:44:00Z,PH Cagayan Grocery - Source,2021-01-15T23:35:00Z,NA
P300290865,4038034594,JM0314,2021-01-23T15:00:00Z,PH Cagayan Grocery - Source,2021-01-25T08:00:00Z,FDC - General Santos
P300292999,4037407200,JM0314,2021-01-25T14:00:00Z,PH Cagayan Grocery - Source,2021-01-27T00:00:00Z,FDC - General Santos
P300290022,4038040173,NAJ2458,2021-01-19T14:00:00Z,PH Mandaue Grocery - Source,2021-01-20T14:00:00Z,FDC - Bohol
P300284578,NA,JM3158,2021-01-17T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-18T23:59:00Z,PH Batino Grocery - Destination
P300290237,4038050893,ADK4043,2021-01-21T03:21:00Z,PH Mandaue Grocery - Source,2021-01-23T13:00:00Z,Puregold Price Club - Kananga
P300292931,4038191136,ABK4138,2021-01-24T15:00:00Z,PH Cagayan Grocery - Source,2021-01-25T00:04:01Z,S & R Membership Shopping - Cagayan
P300293450,4037886532,KVX123,2021-01-26T17:00:00Z,PH Cofipack - Source,2021-01-27T06:47:00Z,FDC - General Santos
P300292869,4037991716,ABK4101,2021-01-25T21:00:00Z,PH Mandaue Grocery - Source,2021-01-27T09:00:00Z,Gaisano Capital - Riverside
P300293449,4037877742,ZF7596,2021-01-26T07:00:00Z,PH Cofipack - Source,2021-01-26T17:40:00Z,Rosabaya Distributors - Tagum
P300293871,4038309137,KAD4602,2021-01-27T15:00:00Z,PH Cagayan Grocery - Source,2021-01-28T06:00:00Z,Gaisano City - Osmena
P300293701,4038163979,137704,2021-01-28T11:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-28T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300289273,NA,JM3162,2021-01-21T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-22T23:59:00Z,PH Batino Grocery - Destination
P300289274,NA,JM3166,2021-01-21T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-22T23:59:00Z,PH Batino Grocery - Destination
P300289275,NA,JM2675,2021-01-21T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-22T23:59:00Z,PH Batino Grocery - Destination
P300289282,NA,JM3162,2021-01-23T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-24T23:59:00Z,PH Batino Grocery - Destination
P300289285,NA,NA,2021-01-23T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-24T23:59:00Z,PH Batino Grocery - Destination
P300289286,NA,NAR1498,2021-01-23T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-24T23:59:00Z,PH Batino Grocery - Destination
P300289281,NA,JM3158,2021-01-23T07:00:00Z,"PH RM Foods, Inc. - Source",2021-01-25T00:00:00Z,PH Batino Grocery - Destination
P300293040,NA,JM2675,2021-01-26T03:00:00Z,"PH RM Foods, Inc. - Source",2021-01-27T23:59:00Z,PH Batino Grocery - Destination
P300288180,NA,NBG3012,2021-01-21T17:00:00Z,PH NPI Lipa IFT - Source,2021-01-22T23:59:00Z,PH Meycauayan Grocery - Destination
P300288181,NA,NA,2021-01-22T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-23T23:59:00Z,PH Meycauayan Grocery - Destination
P300283995,NA,NBC8023,2021-01-19T23:00:00Z,PH Lipa CPW FG - Source,2021-01-20T23:59:00Z,PH Meycauayan Grocery - Destination
P300293640,4037901281,RNE755,2021-01-27T01:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-28T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300292186,NA,NAI7060,2021-01-27T14:00:00Z,PH Tanauan - Source,2021-01-28T00:00:00Z,PH Meycauayan Grocery - Destination
P300293874,4038325273,ABK4138,2021-01-28T10:00:00Z,PH Cagayan Grocery - Source,2021-01-29T06:00:00Z,Gaisano - Butuan
P300291602,NA,NA,2021-01-27T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T23:59:00Z,PH Cagayan Grocery - Destination
P300291984,NA,NA,2021-01-28T07:00:00Z,"PH RM Foods, Inc. - Source",2021-01-29T23:59:00Z,PH Batino Grocery - Destination
P300291613,NA,NA,2021-01-28T06:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T10:59:00Z,PH Cagayan Grocery - Destination
P300291611,NA,NA,2021-01-28T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T12:59:00Z,PH Cagayan Grocery - Destination
P300293057,NA,137705,2021-01-28T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cofipack - Destination
P300293055,NA,FWN742,2021-01-27T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T15:59:00Z,PH Cagayan Grocery - Destination
P300288072,NA,UVQ414,2021-01-29T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-22T23:59:00Z,PH Cagayan Grocery - Destination
P300293054,NA,NA,2021-01-28T10:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cofipack - Destination
P300293051,NA,NA,2021-01-29T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-30T23:59:00Z,PH Cofipack - Destination
P300288070,NA,ANA8147,2021-01-29T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T23:59:00Z,PH Cagayan Grocery - Destination
P300293375,4038273818,KVX123,2021-01-27T16:00:00Z,PH Cagayan Grocery - Source,2021-01-28T06:00:00Z,Gaisano - Butuan
P300291633,NA,NA,2021-01-29T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T12:59:00Z,PH Cagayan Grocery - Destination
P300294086,4038318892,KAD4602,2021-01-28T09:00:00Z,PH Cagayan Grocery - Source,2021-01-29T07:00:00Z,Robinson's Supermarket - Limketkai
P300291982,,NBG3012,2021-01-27T17:00:00Z,"PH RM Foods, Inc. - Source",2021-01-28T23:59:59Z,PH Batino Grocery - Destination
P300294432,4038332451,KVX115,2021-01-29T13:00:00Z,PH Cagayan Grocery - Source,2021-01-30T06:00:00Z,Gaisano Citi Super Mall - Bulua
P300291891,NA,NAI7060,2021-01-26T00:00:00Z,PH NPI Lipa IFT - Source,2021-01-27T23:59:00Z,PH Meycauayan Grocery - Destination
P300284457,NA,NA,2021-01-12T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300284455,NA,NA,2021-01-12T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300284442,NA,ANA8168,2021-01-12T17:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300291394,NA,NBC8024,2021-01-26T19:00:00Z,PH Lipa CPW FG - Source,2021-01-27T14:20:00Z,PH Meycauayan Grocery - Destination
P300276834,NA,NA,2021-01-07T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T00:00:00Z,PH Cagayan Grocery - Destination
P300276839,NA,ANA8168,2021-01-08T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T00:00:00Z,PH Cagayan Grocery - Destination
P300276841,NA,ANA8168,2021-01-08T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
